ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2025-08-21T01:33:00.000,0.66,2.19,0.66,0.03
2025-08-21T01:34:00.000,0.67,2.15,0.67,0.03
2025-08-21T01:35:00.000,0.67,2.13,0.67,0.02
2025-08-21T01:36:00.000,0.68,2.58,0.68,0.03
2025-08-21T01:37:00.000,0.65,2.24,0.65,0.03
2025-08-21T01:38:00.000,0.68,2.66,0.68,0.03
2025-08-21T01:39:00.000,0.67,2.22,0.66,0.03
2025-08-21T01:40:00.000,0.66,3.03,0.66,0.04
2025-08-21T01:41:00.000,0.67,2.18,0.67,0.03
2025-08-21T01:42:00.000,0.67,2.22,0.67,0.03
2025-08-21T01:43:00.000,0.68,2.36,0.68,0.03
2025-08-21T01:44:00.000,0.67,2.83,0.67,0.03
2025-08-21T01:45:00.000,0.67,1.49,0.67,0.02
2025-08-21T01:46:00.000,0.67,2.11,0.67,0.02
2025-08-21T01:47:00.000,0.67,1.43,0.67,0.02
2025-08-21T01:48:00.000,0.67,1.57,0.67,0.02
2025-08-21T01:49:00.000,0.68,2.80,0.68,0.03
2025-08-21T01:50:00.000,0.68,1.91,0.68,0.02
2025-08-21T01:51:00.000,0.68,1.87,0.68,0.02
2025-08-21T01:52:00.000,0.67,1.70,0.67,0.02
2025-08-21T01:53:00.000,0.66,0.36,0.66,0.00
2025-08-21T01:54:00.000,0.66,0.03,0.66,0.00
2025-08-21T01:55:00.000,0.66,359.88,0.66,-0.00
2025-08-21T01:56:00.000,0.66,359.72,0.66,-0.00
2025-08-21T01:57:00.000,0.66,0.41,0.66,0.00
2025-08-21T01:58:00.000,0.66,1.18,0.66,0.01
2025-08-21T01:59:00.000,0.68,1.76,0.68,0.02
2025-08-21T02:00:00.000,0.66,1.58,0.66,0.02
2025-08-21T02:01:00.000,0.68,2.12,0.68,0.03
2025-08-21T02:02:00.000,0.66,1.37,0.66,0.02
2025-08-21T02:03:00.000,0.66,2.29,0.66,0.03
2025-08-21T02:04:00.000,0.67,1.15,0.67,0.01
2025-08-21T02:05:00.000,0.66,1.13,0.66,0.01
2025-08-21T02:06:00.000,0.67,0.38,0.67,0.00
2025-08-21T02:07:00.000,0.66,359.79,0.66,-0.00
2025-08-21T02:08:00.000,0.66,1.76,0.66,0.02
2025-08-21T02:09:00.000,0.66,1.15,0.66,0.01
2025-08-21T02:10:00.000,0.67,1.76,0.67,0.02
2025-08-21T02:11:00.000,0.69,2.25,0.69,0.03
2025-08-21T02:12:00.000,0.68,2.63,0.68,0.03
2025-08-21T02:13:00.000,0.68,2.04,0.68,0.02
2025-08-21T02:14:00.000,0.68,2.49,0.68,0.03
2025-08-21T02:15:00.000,0.66,2.01,0.66,0.02
2025-08-21T02:16:00.000,0.67,1.23,0.67,0.01
2025-08-21T02:17:00.000,0.67,1.14,0.67,0.01
2025-08-21T02:18:00.000,0.67,0.67,0.67,0.01
2025-08-21T02:19:00.000,0.65,0.03,0.65,0.00
2025-08-21T02:20:00.000,0.66,359.91,0.66,-0.00
2025-08-21T02:21:00.000,0.65,0.82,0.65,0.01
2025-08-21T02:22:00.000,0.67,0.71,0.67,0.01
2025-08-21T02:23:00.000,0.67,1.26,0.67,0.01
2025-08-21T02:24:00.000,0.67,0.64,0.66,0.01
2025-08-21T02:25:00.000,0.67,1.07,0.67,0.01
2025-08-21T02:26:00.000,0.67,0.50,0.67,0.01
2025-08-21T02:27:00.000,0.67,359.95,0.67,-0.00
2025-08-21T02:28:00.000,0.65,359.32,0.65,-0.01
2025-08-21T02:29:00.000,0.65,359.36,0.65,-0.01
2025-08-21T02:30:00.000,0.65,358.94,0.65,-0.01
2025-08-21T02:31:00.000,0.65,359.11,0.65,-0.01
2025-08-21T02:32:00.000,0.66,359.07,0.66,-0.01
2025-08-21T02:33:00.000,0.66,359.21,0.66,-0.01
2025-08-21T02:34:00.000,0.69,347.41,0.67,-0.15
2025-08-21T02:35:00.000,0.71,348.91,0.69,-0.14
2025-08-21T02:36:00.000,0.70,348.65,0.68,-0.14
2025-08-21T02:37:00.000,0.71,349.14,0.70,-0.13
2025-08-21T02:38:00.000,0.71,344.46,0.68,-0.19
2025-08-21T02:39:00.000,0.72,346.92,0.70,-0.16
2025-08-21T02:40:00.000,0.67,346.60,0.65,-0.16
2025-08-21T02:41:00.000,0.68,347.43,0.66,-0.15
2025-08-21T02:42:00.000,0.68,346.88,0.67,-0.16
2025-08-21T02:43:00.000,0.67,346.34,0.65,-0.16
2025-08-21T02:44:00.000,0.67,345.22,0.65,-0.17
2025-08-21T02:45:00.000,0.66,345.33,0.64,-0.17
2025-08-21T02:46:00.000,0.67,345.59,0.65,-0.17
2025-08-21T02:47:00.000,0.67,345.08,0.65,-0.17
2025-08-21T02:48:00.000,0.66,342.45,0.63,-0.20
2025-08-21T02:49:00.000,0.65,341.24,0.62,-0.21
2025-08-21T02:50:00.000,0.67,346.29,0.66,-0.16
2025-08-21T02:51:00.000,0.73,346.23,0.71,-0.17
2025-08-21T02:52:00.000,0.68,346.98,0.66,-0.15
2025-08-21T02:53:00.000,0.66,345.95,0.64,-0.16
2025-08-21T02:54:00.000,0.66,343.65,0.63,-0.18
2025-08-21T02:55:00.000,0.66,343.47,0.63,-0.19
2025-08-21T02:56:00.000,0.67,345.26,0.65,-0.17
2025-08-21T02:57:00.000,0.66,346.18,0.64,-0.16
2025-08-21T02:58:00.000,0.66,346.24,0.65,-0.16
2025-08-21T02:59:00.000,0.67,347.30,0.65,-0.15
2025-08-21T03:00:00.000,0.67,347.77,0.65,-0.14
2025-08-21T03:01:00.000,0.67,348.44,0.65,-0.13
2025-08-21T03:02:00.000,0.66,348.57,0.65,-0.13
2025-08-21T03:03:00.000,0.67,347.70,0.65,-0.14
2025-08-21T03:04:00.000,0.66,347.78,0.65,-0.14
2025-08-21T03:05:00.000,0.66,348.69,0.64,-0.13
2025-08-21T03:06:00.000,0.65,347.70,0.64,-0.14
2025-08-21T03:07:00.000,0.64,347.22,0.63,-0.14
2025-08-21T03:08:00.000,0.65,348.10,0.64,-0.13
2025-08-21T03:09:00.000,0.65,348.44,0.64,-0.13
2025-08-21T03:10:00.000,0.65,348.29,0.64,-0.13
2025-08-21T03:11:00.000,0.66,349.39,0.65,-0.12
2025-08-21T03:12:00.000,0.66,348.71,0.65,-0.13
2025-08-21T03:13:00.000,0.66,349.05,0.65,-0.13
2025-08-21T03:14:00.000,0.66,348.95,0.65,-0.13
2025-08-21T03:15:00.000,0.67,349.19,0.66,-0.13
2025-08-21T03:16:00.000,0.66,349.26,0.65,-0.12
2025-08-21T03:17:00.000,0.67,348.62,0.65,-0.13
2025-08-21T03:18:00.000,0.67,348.52,0.65,-0.13
2025-08-21T03:19:00.000,0.67,348.34,0.66,-0.14
2025-08-21T03:20:00.000,0.66,348.21,0.65,-0.14
2025-08-21T03:21:00.000,0.67,348.20,0.66,-0.14
2025-08-21T03:22:00.000,0.67,348.53,0.65,-0.13
2025-08-21T03:23:00.000,0.67,348.22,0.65,-0.14
2025-08-21T03:24:00.000,0.66,348.13,0.65,-0.14
2025-08-21T03:25:00.000,0.66,348.13,0.65,-0.14
2025-08-21T03:26:00.000,0.67,349.19,0.66,-0.13
2025-08-21T03:27:00.000,0.67,347.78,0.65,-0.14
2025-08-21T03:28:00.000,0.67,347.71,0.65,-0.14
2025-08-21T03:29:00.000,0.67,347.17,0.66,-0.15
2025-08-21T03:30:00.000,0.68,346.70,0.66,-0.16
2025-08-21T03:31:00.000,0.66,346.59,0.65,-0.15
2025-08-21T03:32:00.000,0.68,345.04,0.65,-0.17
2025-08-21T03:33:00.000,0.67,346.07,0.65,-0.16
2025-08-21T03:34:00.000,0.66,346.41,0.64,-0.16
2025-08-21T03:35:00.000,0.67,346.61,0.65,-0.15
2025-08-21T03:36:00.000,0.67,347.57,0.66,-0.14
2025-08-21T03:37:00.000,0.67,347.29,0.65,-0.15
2025-08-21T03:38:00.000,0.68,346.76,0.66,-0.15
2025-08-21T03:39:00.000,0.68,346.67,0.66,-0.16
2025-08-21T03:40:00.000,0.67,346.70,0.65,-0.15
2025-08-21T03:41:00.000,0.68,346.54,0.66,-0.16
2025-08-21T03:42:00.000,0.67,346.44,0.65,-0.16
2025-08-21T03:43:00.000,0.68,347.24,0.66,-0.15
2025-08-21T03:44:00.000,0.68,347.39,0.66,-0.15
2025-08-21T03:45:00.000,0.67,347.51,0.65,-0.14
2025-08-21T03:46:00.000,0.67,348.03,0.66,-0.14
2025-08-21T03:47:00.000,0.67,348.80,0.65,-0.13
2025-08-21T03:48:00.000,0.67,348.28,0.66,-0.14
2025-08-21T03:49:00.000,0.67,348.73,0.66,-0.13
2025-08-21T03:50:00.000,0.67,348.65,0.66,-0.13
2025-08-21T03:51:00.000,0.68,348.62,0.66,-0.13
2025-08-21T03:52:00.000,0.67,347.57,0.66,-0.15
2025-08-21T03:53:00.000,0.67,347.93,0.65,-0.14
2025-08-21T03:54:00.000,0.68,348.05,0.66,-0.14
2025-08-21T03:55:00.000,0.68,348.33,0.66,-0.14
2025-08-21T03:56:00.000,0.68,348.48,0.67,-0.14
2025-08-21T03:57:00.000,0.68,348.29,0.66,-0.14
2025-08-21T03:58:00.000,0.67,347.27,0.65,-0.15
2025-08-21T03:59:00.000,0.66,347.18,0.65,-0.15
2025-08-21T04:00:00.000,0.67,347.05,0.65,-0.15
2025-08-21T04:01:00.000,0.67,346.81,0.65,-0.15
2025-08-21T04:02:00.000,0.67,347.09,0.65,-0.15
2025-08-21T04:03:00.000,0.68,346.96,0.66,-0.15
2025-08-21T04:04:00.000,0.68,346.68,0.66,-0.16
2025-08-21T04:05:00.000,0.67,345.86,0.65,-0.16
2025-08-21T04:06:00.000,0.67,344.80,0.64,-0.17
2025-08-21T04:07:00.000,0.67,344.72,0.65,-0.18
2025-08-21T04:08:00.000,0.66,346.10,0.64,-0.16
2025-08-21T04:09:00.000,0.66,345.41,0.64,-0.17
2025-08-21T04:10:00.000,0.67,345.86,0.65,-0.16
2025-08-21T04:11:00.000,0.67,346.56,0.65,-0.16
2025-08-21T04:12:00.000,0.66,345.66,0.64,-0.16
2025-08-21T04:13:00.000,0.66,345.34,0.64,-0.17
2025-08-21T04:14:00.000,0.66,346.38,0.64,-0.16
2025-08-21T04:15:00.000,0.66,346.79,0.64,-0.15
2025-08-21T04:16:00.000,0.66,346.73,0.64,-0.15
2025-08-21T04:17:00.000,0.66,346.70,0.64,-0.15
2025-08-21T04:18:00.000,0.65,346.46,0.64,-0.15
2025-08-21T04:19:00.000,0.66,345.87,0.64,-0.16
2025-08-21T04:20:00.000,0.65,344.88,0.63,-0.17
2025-08-21T04:21:00.000,0.66,344.21,0.63,-0.18
2025-08-21T04:22:00.000,0.64,344.85,0.62,-0.17
2025-08-21T04:23:00.000,0.66,345.05,0.64,-0.17
2025-08-21T04:24:00.000,0.66,343.78,0.63,-0.18
2025-08-21T04:25:00.000,0.66,344.61,0.64,-0.18
2025-08-21T04:26:00.000,0.66,343.49,0.63,-0.19
2025-08-21T04:27:00.000,0.66,344.94,0.64,-0.17
2025-08-21T04:28:00.000,0.67,345.58,0.64,-0.17
2025-08-21T04:29:00.000,0.67,346.08,0.65,-0.16
2025-08-21T04:30:00.000,0.67,343.58,0.64,-0.19
2025-08-21T04:31:00.000,0.67,342.98,0.64,-0.20
2025-08-21T04:32:00.000,0.66,341.52,0.62,-0.21
2025-08-21T04:33:00.000,0.65,340.67,0.61,-0.22
2025-08-21T04:34:00.000,0.66,338.30,0.62,-0.25
2025-08-21T04:35:00.000,0.66,337.73,0.61,-0.25
2025-08-21T04:36:00.000,0.67,340.48,0.63,-0.22
2025-08-21T04:37:00.000,0.67,341.41,0.64,-0.21
2025-08-21T04:38:00.000,0.68,342.11,0.65,-0.21
2025-08-21T04:39:00.000,0.68,342.89,0.65,-0.20
2025-08-21T04:40:00.000,0.68,339.88,0.64,-0.23
2025-08-21T04:41:00.000,0.68,340.62,0.64,-0.23
2025-08-21T04:42:00.000,0.68,338.96,0.63,-0.24
2025-08-21T04:43:00.000,0.69,338.95,0.64,-0.25
2025-08-21T04:44:00.000,0.68,338.61,0.64,-0.25
2025-08-21T04:45:00.000,0.69,337.76,0.64,-0.26
2025-08-21T04:46:00.000,0.68,337.90,0.63,-0.25
2025-08-21T04:47:00.000,0.68,339.26,0.64,-0.24
2025-08-21T04:48:00.000,0.70,335.81,0.64,-0.29
2025-08-21T04:49:00.000,0.69,339.20,0.64,-0.24
2025-08-21T04:50:00.000,0.70,342.16,0.66,-0.21
2025-08-21T04:51:00.000,0.69,343.33,0.66,-0.20
2025-08-21T04:52:00.000,0.69,344.59,0.67,-0.18
2025-08-21T04:53:00.000,0.70,344.66,0.68,-0.19
2025-08-21T04:54:00.000,0.69,346.16,0.67,-0.17
2025-08-21T04:55:00.000,0.69,345.68,0.67,-0.17
2025-08-21T04:56:00.000,0.68,344.30,0.66,-0.19
2025-08-21T04:57:00.000,0.68,344.93,0.66,-0.18
2025-08-21T04:58:00.000,0.69,343.55,0.66,-0.20
2025-08-21T04:59:00.000,0.71,343.24,0.68,-0.20
2025-08-21T05:00:00.000,0.71,342.89,0.68,-0.21
2025-08-21T05:01:00.000,0.71,342.37,0.67,-0.21
2025-08-21T05:02:00.000,0.69,343.93,0.66,-0.19
2025-08-21T05:03:00.000,0.71,340.79,0.67,-0.23
2025-08-21T05:04:00.000,0.69,339.31,0.65,-0.25
2025-08-21T05:05:00.000,0.70,337.03,0.65,-0.27
2025-08-21T05:06:00.000,0.69,338.04,0.64,-0.26
2025-08-21T05:07:00.000,0.70,337.95,0.65,-0.26
2025-08-21T05:08:00.000,0.70,336.07,0.64,-0.28
2025-08-21T05:09:00.000,0.69,329.56,0.60,-0.35
2025-08-21T05:10:00.000,0.70,325.48,0.57,-0.39
2025-08-21T05:11:00.000,0.69,326.39,0.57,-0.38
2025-08-21T05:12:00.000,0.70,331.45,0.62,-0.34
2025-08-21T05:13:00.000,0.70,332.36,0.62,-0.33
2025-08-21T05:14:00.000,0.71,334.34,0.64,-0.31
2025-08-21T05:15:00.000,0.71,331.67,0.63,-0.34
2025-08-21T05:16:00.000,0.69,332.91,0.62,-0.31
2025-08-21T05:17:00.000,0.69,331.92,0.61,-0.32
2025-08-21T05:18:00.000,0.73,325.96,0.60,-0.41
2025-08-21T05:19:00.000,0.70,329.52,0.60,-0.35
2025-08-21T05:20:00.000,0.72,327.39,0.61,-0.39
2025-08-21T05:21:00.000,0.74,323.28,0.59,-0.44
2025-08-21T05:22:00.000,0.74,315.71,0.53,-0.51
2025-08-21T05:23:00.000,0.76,316.43,0.55,-0.53
2025-08-21T05:24:00.000,0.76,317.12,0.56,-0.52
2025-08-21T05:25:00.000,0.80,314.98,0.57,-0.57
2025-08-21T05:26:00.000,0.81,313.62,0.56,-0.58
2025-08-21T05:27:00.000,0.81,314.10,0.56,-0.58
2025-08-21T05:28:00.000,0.77,320.32,0.59,-0.49
2025-08-21T05:29:00.000,0.80,317.18,0.59,-0.54
2025-08-21T05:30:00.000,0.82,317.10,0.60,-0.55
2025-08-21T05:31:00.000,0.81,313.68,0.56,-0.59
2025-08-21T05:32:00.000,0.80,318.12,0.60,-0.53
2025-08-21T05:33:00.000,0.89,310.08,0.57,-0.68
2025-08-21T05:34:00.000,0.82,314.26,0.57,-0.59
2025-08-21T05:35:00.000,0.80,315.84,0.58,-0.56
2025-08-21T05:36:00.000,0.82,314.84,0.58,-0.58
2025-08-21T05:37:00.000,0.82,314.38,0.57,-0.59
2025-08-21T05:38:00.000,0.81,314.69,0.57,-0.57
2025-08-21T05:39:00.000,0.82,318.54,0.61,-0.54
2025-08-21T05:40:00.000,0.80,319.93,0.61,-0.51
2025-08-21T05:41:00.000,0.81,319.21,0.62,-0.53
2025-08-21T05:42:00.000,0.77,322.12,0.61,-0.48
2025-08-21T05:43:00.000,0.76,323.01,0.61,-0.46
2025-08-21T05:44:00.000,0.79,320.48,0.61,-0.50
2025-08-21T05:45:00.000,0.78,318.69,0.59,-0.52
2025-08-21T05:46:00.000,0.81,317.09,0.59,-0.55
2025-08-21T05:47:00.000,0.80,318.83,0.60,-0.52
2025-08-21T05:48:00.000,0.86,311.97,0.57,-0.64
2025-08-21T05:49:00.000,0.85,314.04,0.59,-0.61
2025-08-21T05:50:00.000,0.86,312.55,0.58,-0.63
2025-08-21T05:51:00.000,0.88,311.39,0.58,-0.66
2025-08-21T05:52:00.000,0.86,310.97,0.57,-0.65
2025-08-21T05:53:00.000,0.89,309.87,0.57,-0.68
2025-08-21T05:54:00.000,0.88,310.23,0.57,-0.67
2025-08-21T05:55:00.000,0.85,313.38,0.59,-0.62
2025-08-21T05:56:00.000,0.89,309.84,0.57,-0.68
2025-08-21T05:57:00.000,0.85,315.24,0.60,-0.60
2025-08-21T05:58:00.000,0.86,310.45,0.56,-0.65
2025-08-21T05:59:00.000,0.87,311.62,0.58,-0.65
2025-08-21T06:00:00.000,0.92,305.06,0.53,-0.75
2025-08-21T06:01:00.000,0.92,306.19,0.55,-0.75
2025-08-21T06:02:00.000,1.07,296.87,0.48,-0.95
2025-08-21T06:03:00.000,1.04,298.70,0.50,-0.91
2025-08-21T06:04:00.000,0.99,302.98,0.54,-0.83
2025-08-21T06:05:00.000,0.93,309.54,0.59,-0.71
2025-08-21T06:06:00.000,0.92,308.12,0.56,-0.72
2025-08-21T06:07:00.000,0.98,304.59,0.56,-0.81
2025-08-21T06:08:00.000,0.91,307.27,0.55,-0.73
2025-08-21T06:09:00.000,0.92,306.73,0.55,-0.74
2025-08-21T06:10:00.000,0.95,304.38,0.53,-0.78
2025-08-21T06:11:00.000,0.95,304.54,0.54,-0.79
2025-08-21T06:12:00.000,0.93,306.92,0.56,-0.74
2025-08-21T06:13:00.000,0.90,307.31,0.55,-0.72
2025-08-21T06:14:00.000,0.86,309.14,0.54,-0.67
2025-08-21T06:15:00.000,1.21,299.38,0.59,-1.06
2025-08-21T06:16:00.000,1.07,301.91,0.56,-0.91
2025-08-21T06:17:00.000,1.07,297.98,0.50,-0.95
2025-08-21T06:18:00.000,1.06,302.24,0.56,-0.90
2025-08-21T06:19:00.000,0.99,304.97,0.57,-0.81
2025-08-21T06:20:00.000,0.98,306.53,0.58,-0.78
2025-08-21T06:21:00.000,0.98,304.62,0.56,-0.81
2025-08-21T06:22:00.000,0.95,308.65,0.60,-0.74
2025-08-21T06:23:00.000,0.96,306.47,0.57,-0.77
2025-08-21T06:24:00.000,0.96,306.98,0.58,-0.76
2025-08-21T06:25:00.000,0.95,308.38,0.59,-0.75
2025-08-21T06:26:00.000,0.97,307.75,0.59,-0.76
2025-08-21T06:27:00.000,0.98,306.70,0.59,-0.79
2025-08-21T06:28:00.000,0.99,306.55,0.59,-0.79
2025-08-21T06:29:00.000,0.93,306.75,0.55,-0.74
2025-08-21T06:30:00.000,0.93,306.87,0.56,-0.75
2025-08-21T06:31:00.000,0.89,308.39,0.55,-0.70
2025-08-21T06:32:00.000,0.89,308.56,0.56,-0.70
2025-08-21T06:33:00.000,0.88,310.17,0.57,-0.67
2025-08-21T06:34:00.000,0.86,311.64,0.57,-0.64
2025-08-21T06:35:00.000,0.87,312.24,0.58,-0.64
2025-08-21T06:36:00.000,0.87,311.64,0.58,-0.65
2025-08-21T06:37:00.000,0.86,311.67,0.57,-0.64
2025-08-21T06:38:00.000,0.87,310.17,0.56,-0.66
2025-08-21T06:39:00.000,0.88,309.22,0.55,-0.68
2025-08-21T06:40:00.000,0.74,306.68,0.44,-0.60
2025-08-21T06:41:00.000,0.68,309.56,0.43,-0.52
2025-08-21T06:42:00.000,0.67,309.95,0.43,-0.52
2025-08-21T06:43:00.000,0.68,309.73,0.44,-0.52
2025-08-21T06:44:00.000,0.68,310.14,0.44,-0.52
2025-08-21T06:45:00.000,0.66,311.38,0.44,-0.50
2025-08-21T06:46:00.000,0.68,309.52,0.43,-0.52
2025-08-21T06:47:00.000,0.67,309.62,0.43,-0.51
2025-08-21T06:48:00.000,0.71,308.44,0.44,-0.55
2025-08-21T06:49:00.000,1.09,296.41,0.49,-0.98
2025-08-21T06:50:00.000,5.99,270.21,0.02,-5.99
2025-08-21T06:51:00.000,11.47,270.09,0.02,-11.47
2025-08-21T06:52:00.000,15.58,269.87,-0.03,-15.58
2025-08-21T06:53:00.000,19.08,268.78,-0.41,-19.08
2025-08-21T06:54:00.000,21.68,268.34,-0.63,-21.67
2025-08-21T06:55:00.000,23.72,267.92,-0.86,-23.70
2025-08-21T06:56:00.000,25.45,267.45,-1.13,-25.43
2025-08-21T06:57:00.000,27.02,267.09,-1.37,-26.99
2025-08-21T06:58:00.000,28.61,266.39,-1.80,-28.55
2025-08-21T06:59:00.000,30.31,265.89,-2.17,-30.24
2025-08-21T07:00:00.000,32.24,265.72,-2.41,-32.15
2025-08-21T07:01:00.000,34.97,265.57,-2.70,-34.86
2025-08-21T07:02:00.000,38.00,264.65,-3.54,-37.84
2025-08-21T07:03:00.000,42.71,263.85,-4.57,-42.47
2025-08-21T07:04:00.000,47.72,263.73,-5.21,-47.44
2025-08-21T07:05:00.000,55.58,262.42,-7.33,-55.10
2025-08-21T07:06:00.000,64.15,262.55,-8.32,-63.61
2025-08-21T07:07:00.000,75.84,262.14,-10.37,-75.13
2025-08-21T07:08:00.000,88.53,262.52,-11.53,-87.77
2025-08-21T07:09:00.000,107.30,262.70,-13.64,-106.43
2025-08-21T07:10:00.000,131.61,262.81,-16.46,-130.58
2025-08-21T07:11:00.000,160.17,263.21,-18.94,-159.05
2025-08-21T07:12:00.000,192.68,262.82,-24.08,-191.17
2025-08-21T07:13:00.000,232.29,264.25,-23.25,-231.12
2025-08-21T07:14:00.000,249.76,264.84,-22.45,-248.74
2025-08-21T07:15:00.000,247.83,264.94,-21.85,-246.87
2025-08-21T07:16:00.000,246.96,264.95,-21.74,-246.00
2025-08-21T07:17:00.000,246.95,264.95,-21.73,-245.99
2025-08-21T07:18:00.000,246.88,264.92,-21.84,-245.91
2025-08-21T07:19:00.000,246.90,264.91,-21.91,-245.92
2025-08-21T07:20:00.000,246.93,264.91,-21.92,-245.95
2025-08-21T07:21:00.000,246.95,264.94,-21.78,-245.99
2025-08-21T07:22:00.000,246.88,264.95,-21.75,-245.92
2025-08-21T07:23:00.000,246.98,265.00,-21.51,-246.04
2025-08-21T07:24:00.000,246.95,264.94,-21.78,-245.99
2025-08-21T07:25:00.000,246.95,264.94,-21.77,-245.99
2025-08-21T07:26:00.000,246.96,264.97,-21.65,-246.01
2025-08-21T07:27:00.000,246.91,264.94,-21.77,-245.95
2025-08-21T07:28:00.000,246.95,264.97,-21.66,-246.00
2025-08-21T07:29:00.000,246.89,264.94,-21.79,-245.92
2025-08-21T07:30:00.000,246.88,264.91,-21.89,-245.91
2025-08-21T07:31:00.000,246.84,264.92,-21.86,-245.87
2025-08-21T07:32:00.000,246.91,264.95,-21.74,-245.96
2025-08-21T07:33:00.000,246.82,264.95,-21.72,-245.86
2025-08-21T07:34:00.000,246.80,264.97,-21.62,-245.85
2025-08-21T07:35:00.000,246.77,264.98,-21.61,-245.83
2025-08-21T07:36:00.000,246.80,265.02,-21.43,-245.86
2025-08-21T07:37:00.000,246.72,264.98,-21.58,-245.77
2025-08-21T07:38:00.000,246.66,264.97,-21.61,-245.71
2025-08-21T07:39:00.000,246.70,264.97,-21.64,-245.74
2025-08-21T07:40:00.000,246.63,264.99,-21.54,-245.69
2025-08-21T07:41:00.000,246.59,264.96,-21.67,-245.63
2025-08-21T07:42:00.000,246.55,264.95,-21.69,-245.59
2025-08-21T07:43:00.000,246.51,264.96,-21.66,-245.56
2025-08-21T07:44:00.000,246.48,264.99,-21.54,-245.54
2025-08-21T07:45:00.000,246.46,264.94,-21.73,-245.50
2025-08-21T07:46:00.000,246.40,264.96,-21.67,-245.45
2025-08-21T07:47:00.000,246.38,264.97,-21.60,-245.43
2025-08-21T07:48:00.000,246.42,265.00,-21.49,-245.48
2025-08-21T07:49:00.000,246.34,265.00,-21.48,-245.40
2025-08-21T07:50:00.000,246.38,264.99,-21.53,-245.44
2025-08-21T07:51:00.000,246.39,265.00,-21.45,-245.45
2025-08-21T07:52:00.000,246.39,265.00,-21.47,-245.46
2025-08-21T07:53:00.000,246.43,264.99,-21.51,-245.49
2025-08-21T07:54:00.000,246.39,264.99,-21.52,-245.45
2025-08-21T07:55:00.000,246.38,264.98,-21.57,-245.44
2025-08-21T07:56:00.000,246.38,264.97,-21.59,-245.43
2025-08-21T07:57:00.000,246.35,264.93,-21.75,-245.38
2025-08-21T07:58:00.000,246.35,264.93,-21.79,-245.38
2025-08-21T07:59:00.000,246.38,264.95,-21.68,-245.43
2025-08-21T08:00:00.000,246.37,264.95,-21.70,-245.41
2025-08-21T08:01:00.000,246.33,264.93,-21.76,-245.37
2025-08-21T08:02:00.000,246.33,264.95,-21.68,-245.38
2025-08-21T08:03:00.000,246.31,264.93,-21.77,-245.35
2025-08-21T08:04:00.000,246.30,264.95,-21.69,-245.34
2025-08-21T08:05:00.000,246.34,264.93,-21.78,-245.37
2025-08-21T08:06:00.000,246.29,264.91,-21.83,-245.32
2025-08-21T08:07:00.000,246.27,264.95,-21.69,-245.31
2025-08-21T08:08:00.000,246.27,264.96,-21.64,-245.32
2025-08-21T08:09:00.000,246.22,264.97,-21.59,-245.27
2025-08-21T08:10:00.000,246.17,264.95,-21.65,-245.21
2025-08-21T08:11:00.000,246.10,264.95,-21.68,-245.15
2025-08-21T08:12:00.000,246.17,264.95,-21.68,-245.21
2025-08-21T08:13:00.000,246.14,264.95,-21.65,-245.19
2025-08-21T08:14:00.000,246.10,264.95,-21.65,-245.15
2025-08-21T08:15:00.000,246.04,265.02,-21.36,-245.11
2025-08-21T08:16:00.000,246.08,265.01,-21.39,-245.15
2025-08-21T08:17:00.000,246.05,264.98,-21.52,-245.11
2025-08-21T08:18:00.000,245.93,264.96,-21.59,-244.98
2025-08-21T08:19:00.000,245.85,265.01,-21.40,-244.92
2025-08-21T08:20:00.000,245.81,264.93,-21.73,-244.85
2025-08-21T08:21:00.000,245.72,264.95,-21.61,-244.76
2025-08-21T08:22:00.000,245.70,264.96,-21.60,-244.75
2025-08-21T08:23:00.000,245.67,264.99,-21.46,-244.73
2025-08-21T08:24:00.000,245.65,264.99,-21.45,-244.71
2025-08-21T08:25:00.000,245.67,264.96,-21.57,-244.72
2025-08-21T08:26:00.000,245.55,264.94,-21.67,-244.59
2025-08-21T08:27:00.000,245.50,264.96,-21.58,-244.55
2025-08-21T08:28:00.000,245.46,264.97,-21.54,-244.52
2025-08-21T08:29:00.000,245.43,264.95,-21.60,-244.48
2025-08-21T08:30:00.000,245.42,264.95,-21.59,-244.47
2025-08-21T08:31:00.000,245.44,264.90,-21.81,-244.47
2025-08-21T08:32:00.000,245.32,264.92,-21.74,-244.35
2025-08-21T08:33:00.000,245.24,264.97,-21.49,-244.30
2025-08-21T08:34:00.000,245.27,264.93,-21.70,-244.31
2025-08-21T08:35:00.000,245.23,264.95,-21.59,-244.28
2025-08-21T08:36:00.000,245.15,264.93,-21.66,-244.19
2025-08-21T08:37:00.000,245.21,264.92,-21.71,-244.24
2025-08-21T08:38:00.000,245.14,264.91,-21.74,-244.17
2025-08-21T08:39:00.000,245.11,264.95,-21.59,-244.16
2025-08-21T08:40:00.000,245.05,264.95,-21.58,-244.10
2025-08-21T08:41:00.000,245.02,264.94,-21.63,-244.06
2025-08-21T08:42:00.000,244.98,264.93,-21.66,-244.02
2025-08-21T08:43:00.000,244.96,264.95,-21.55,-244.01
2025-08-21T08:44:00.000,244.89,264.95,-21.58,-243.94
2025-08-21T08:45:00.000,244.83,264.96,-21.50,-243.88
