ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2025-08-21T08:46:00.000,244.78,264.98,-21.42,-243.84
2025-08-21T08:47:00.000,244.73,265.02,-21.23,-243.81
2025-08-21T08:48:00.000,244.80,265.00,-21.33,-243.87
2025-08-21T08:49:00.000,244.76,264.99,-21.38,-243.82
2025-08-21T08:50:00.000,244.81,264.98,-21.42,-243.87
2025-08-21T08:51:00.000,244.96,264.97,-21.46,-244.01
2025-08-21T08:52:00.000,244.95,264.99,-21.40,-244.01
2025-08-21T08:53:00.000,244.95,264.97,-21.46,-244.00
2025-08-21T08:54:00.000,244.94,264.98,-21.42,-244.01
2025-08-21T08:55:00.000,244.96,264.96,-21.51,-244.01
2025-08-21T08:56:00.000,244.91,264.97,-21.47,-243.97
2025-08-21T08:57:00.000,244.95,264.97,-21.48,-244.01
2025-08-21T08:58:00.000,244.89,264.99,-21.40,-243.95
2025-08-21T08:59:00.000,244.94,264.96,-21.52,-244.00
2025-08-21T09:00:00.000,244.90,264.96,-21.54,-243.96
2025-08-21T09:01:00.000,244.93,264.95,-21.55,-243.98
2025-08-21T09:02:00.000,244.93,264.98,-21.43,-243.99
2025-08-21T09:03:00.000,244.89,264.98,-21.43,-243.95
2025-08-21T09:04:00.000,244.84,264.97,-21.47,-243.90
2025-08-21T09:05:00.000,244.81,264.99,-21.37,-243.88
2025-08-21T09:06:00.000,244.77,264.99,-21.37,-243.84
2025-08-21T09:07:00.000,244.66,264.95,-21.53,-243.71
2025-08-21T09:08:00.000,244.72,264.97,-21.44,-243.78
2025-08-21T09:09:00.000,244.66,264.95,-21.52,-243.71
2025-08-21T09:10:00.000,244.55,265.01,-21.28,-243.62
2025-08-21T09:11:00.000,244.61,264.99,-21.36,-243.68
2025-08-21T09:12:00.000,244.60,264.99,-21.38,-243.67
2025-08-21T09:13:00.000,244.53,265.02,-21.21,-243.60
2025-08-21T09:14:00.000,244.54,264.98,-21.41,-243.60
2025-08-21T09:15:00.000,244.50,265.00,-21.33,-243.57
2025-08-21T09:16:00.000,244.37,265.01,-21.26,-243.44
2025-08-21T09:17:00.000,244.40,264.99,-21.34,-243.46
2025-08-21T09:18:00.000,244.39,265.00,-21.30,-243.46
2025-08-21T09:19:00.000,244.50,265.02,-21.21,-243.58
2025-08-21T09:20:00.000,244.44,265.02,-21.22,-243.52
2025-08-21T09:21:00.000,244.43,265.05,-21.10,-243.51
2025-08-21T09:22:00.000,244.32,265.00,-21.28,-243.39
2025-08-21T09:23:00.000,244.27,265.00,-21.29,-243.34
2025-08-21T09:24:00.000,244.28,265.00,-21.30,-243.35
2025-08-21T09:25:00.000,244.35,265.00,-21.31,-243.42
2025-08-21T09:26:00.000,244.31,265.01,-21.25,-243.38
2025-08-21T09:27:00.000,244.34,264.97,-21.41,-243.40
2025-08-21T09:28:00.000,244.36,265.01,-21.24,-243.43
2025-08-21T09:29:00.000,244.36,265.01,-21.23,-243.43
2025-08-21T09:30:00.000,244.35,265.01,-21.24,-243.42
2025-08-21T09:31:00.000,244.33,265.02,-21.22,-243.40
2025-08-21T09:32:00.000,244.32,265.00,-21.28,-243.39
2025-08-21T09:33:00.000,244.33,264.98,-21.38,-243.39
2025-08-21T09:34:00.000,244.26,264.98,-21.39,-243.32
2025-08-21T09:35:00.000,244.25,264.95,-21.52,-243.30
2025-08-21T09:36:00.000,244.26,265.00,-21.29,-243.33
2025-08-21T09:37:00.000,244.20,264.96,-21.47,-243.26
2025-08-21T09:38:00.000,244.16,264.95,-21.48,-243.21
2025-08-21T09:39:00.000,244.20,264.95,-21.49,-243.25
2025-08-21T09:40:00.000,244.21,264.99,-21.33,-243.28
2025-08-21T09:41:00.000,244.18,264.94,-21.54,-243.23
2025-08-21T09:42:00.000,244.19,264.93,-21.58,-243.23
2025-08-21T09:43:00.000,244.15,264.96,-21.43,-243.21
2025-08-21T09:44:00.000,244.09,264.95,-21.47,-243.15
2025-08-21T09:45:00.000,244.00,264.95,-21.48,-243.05
2025-08-21T09:46:00.000,243.92,264.96,-21.45,-242.97
2025-08-21T09:47:00.000,243.91,264.93,-21.54,-242.96
2025-08-21T09:48:00.000,243.81,264.94,-21.52,-242.85
2025-08-21T09:49:00.000,243.98,264.93,-21.55,-243.03
2025-08-21T09:50:00.000,243.89,264.90,-21.67,-242.92
2025-08-21T09:51:00.000,243.89,264.92,-21.61,-242.93
2025-08-21T09:52:00.000,243.82,264.93,-21.53,-242.86
2025-08-21T09:53:00.000,243.90,264.96,-21.44,-242.96
2025-08-21T09:54:00.000,243.88,264.99,-21.30,-242.94
2025-08-21T09:55:00.000,243.89,264.92,-21.58,-242.93
2025-08-21T09:56:00.000,243.81,264.96,-21.43,-242.86
2025-08-21T09:57:00.000,243.77,264.98,-21.35,-242.84
2025-08-21T09:58:00.000,243.74,264.95,-21.46,-242.80
2025-08-21T09:59:00.000,243.68,264.95,-21.45,-242.73
2025-08-21T10:00:00.000,243.62,265.01,-21.19,-242.69
2025-08-21T10:01:00.000,243.58,264.97,-21.35,-242.65
2025-08-21T10:02:00.000,243.51,264.94,-21.48,-242.56
2025-08-21T10:03:00.000,243.49,264.96,-21.38,-242.55
2025-08-21T10:04:00.000,243.56,264.95,-21.42,-242.62
2025-08-21T10:05:00.000,243.53,264.95,-21.44,-242.59
2025-08-21T10:06:00.000,243.58,264.97,-21.37,-242.64
2025-08-21T10:07:00.000,243.59,264.95,-21.46,-242.65
2025-08-21T10:08:00.000,243.65,264.92,-21.56,-242.69
2025-08-21T10:09:00.000,243.79,264.97,-21.37,-242.85
2025-08-21T10:10:00.000,243.94,264.99,-21.29,-243.01
2025-08-21T10:11:00.000,244.04,265.00,-21.25,-243.12
2025-08-21T10:12:00.000,244.13,265.01,-21.23,-243.20
2025-08-21T10:13:00.000,244.13,264.97,-21.41,-243.19
2025-08-21T10:14:00.000,244.10,264.93,-21.56,-243.14
2025-08-21T10:15:00.000,244.03,264.94,-21.53,-243.08
2025-08-21T10:16:00.000,244.04,264.94,-21.51,-243.09
2025-08-21T10:17:00.000,243.98,264.94,-21.51,-243.03
2025-08-21T10:18:00.000,243.98,264.96,-21.45,-243.03
2025-08-21T10:19:00.000,244.04,264.98,-21.33,-243.11
2025-08-21T10:20:00.000,243.95,264.97,-21.40,-243.01
2025-08-21T10:21:00.000,243.96,264.98,-21.37,-243.03
2025-08-21T10:22:00.000,243.81,264.91,-21.63,-242.85
2025-08-21T10:23:00.000,243.70,264.94,-21.49,-242.75
2025-08-21T10:24:00.000,243.66,264.94,-21.47,-242.72
2025-08-21T10:25:00.000,243.57,264.96,-21.39,-242.63
2025-08-21T10:26:00.000,243.48,264.96,-21.38,-242.54
2025-08-21T10:27:00.000,243.43,264.93,-21.53,-242.47
2025-08-21T10:28:00.000,243.50,264.94,-21.46,-242.55
2025-08-21T10:29:00.000,243.39,264.92,-21.54,-242.44
2025-08-21T10:30:00.000,243.41,264.96,-21.39,-242.46
2025-08-21T10:31:00.000,243.39,264.95,-21.42,-242.45
2025-08-21T10:32:00.000,243.36,264.95,-21.40,-242.41
2025-08-21T10:33:00.000,243.41,264.95,-21.42,-242.47
2025-08-21T10:34:00.000,243.44,264.92,-21.57,-242.49
2025-08-21T10:35:00.000,243.41,264.93,-21.51,-242.46
2025-08-21T10:36:00.000,243.44,264.94,-21.48,-242.49
2025-08-21T10:37:00.000,243.46,264.94,-21.49,-242.51
2025-08-21T10:38:00.000,243.46,264.93,-21.49,-242.51
2025-08-21T10:39:00.000,243.48,264.92,-21.57,-242.52
2025-08-21T10:40:00.000,243.44,264.95,-21.43,-242.49
2025-08-21T10:41:00.000,243.42,264.95,-21.43,-242.48
2025-08-21T10:42:00.000,243.41,264.95,-21.44,-242.46
2025-08-21T10:43:00.000,243.40,264.96,-21.40,-242.46
2025-08-21T10:44:00.000,243.41,264.96,-21.40,-242.47
2025-08-21T10:45:00.000,243.36,264.98,-21.31,-242.43
2025-08-21T10:46:00.000,243.31,264.99,-21.26,-242.38
2025-08-21T10:47:00.000,243.35,264.95,-21.42,-242.40
2025-08-21T10:48:00.000,243.28,264.93,-21.49,-242.33
2025-08-21T10:49:00.000,243.32,264.97,-21.33,-242.38
2025-08-21T10:50:00.000,243.30,264.97,-21.34,-242.36
2025-08-21T10:51:00.000,243.29,264.96,-21.36,-242.35
2025-08-21T10:52:00.000,243.28,264.96,-21.36,-242.34
2025-08-21T10:53:00.000,243.29,264.96,-21.36,-242.35
2025-08-21T10:54:00.000,243.25,264.94,-21.48,-242.30
2025-08-21T10:55:00.000,243.23,264.93,-21.49,-242.28
2025-08-21T10:56:00.000,243.18,264.94,-21.44,-242.23
2025-08-21T10:57:00.000,243.16,264.96,-21.34,-242.22
2025-08-21T10:58:00.000,243.13,264.94,-21.42,-242.18
2025-08-21T10:59:00.000,243.09,264.95,-21.41,-242.15
2025-08-21T11:00:00.000,243.10,264.96,-21.35,-242.16
2025-08-21T11:01:00.000,243.06,264.97,-21.31,-242.13
2025-08-21T11:02:00.000,243.06,264.94,-21.44,-242.11
2025-08-21T11:03:00.000,243.07,264.97,-21.30,-242.14
2025-08-21T11:04:00.000,243.02,264.98,-21.26,-242.09
2025-08-21T11:05:00.000,242.96,264.99,-21.21,-242.04
2025-08-21T11:06:00.000,242.93,264.97,-21.31,-242.00
2025-08-21T11:07:00.000,242.92,264.99,-21.20,-241.99
2025-08-21T11:08:00.000,242.96,264.95,-21.39,-242.01
2025-08-21T11:09:00.000,242.95,264.98,-21.24,-242.02
2025-08-21T11:10:00.000,242.98,265.01,-21.14,-242.06
2025-08-21T11:11:00.000,242.94,264.98,-21.24,-242.01
2025-08-21T11:12:00.000,242.95,265.02,-21.10,-242.03
2025-08-21T11:13:00.000,242.96,265.02,-21.11,-242.04
2025-08-21T11:14:00.000,242.96,265.05,-20.97,-242.06
2025-08-21T11:15:00.000,242.91,265.04,-20.99,-242.00
2025-08-21T11:16:00.000,242.98,265.07,-20.88,-242.08
2025-08-21T11:17:00.000,242.90,265.05,-20.96,-242.00
2025-08-21T11:18:00.000,242.84,265.03,-21.05,-241.93
2025-08-21T11:19:00.000,242.83,265.02,-21.06,-241.92
2025-08-21T11:20:00.000,242.80,265.05,-20.93,-241.90
2025-08-21T11:21:00.000,242.67,265.00,-21.16,-241.75
2025-08-21T11:22:00.000,242.62,265.02,-21.04,-241.70
2025-08-21T11:23:00.000,242.61,265.01,-21.10,-241.69
2025-08-21T11:24:00.000,242.58,265.01,-21.10,-241.66
2025-08-21T11:25:00.000,242.59,265.02,-21.05,-241.68
2025-08-21T11:26:00.000,242.62,265.05,-20.95,-241.71
2025-08-21T11:27:00.000,242.50,265.04,-20.95,-241.60
2025-08-21T11:28:00.000,242.52,265.05,-20.93,-241.62
2025-08-21T11:29:00.000,242.52,265.04,-20.98,-241.61
2025-08-21T11:30:00.000,242.44,265.05,-20.92,-241.53
2025-08-21T11:31:00.000,242.54,265.07,-20.85,-241.64
2025-08-21T11:32:00.000,242.52,265.08,-20.80,-241.62
2025-08-21T11:33:00.000,242.53,265.09,-20.78,-241.63
2025-08-21T11:34:00.000,242.54,265.08,-20.79,-241.65
2025-08-21T11:35:00.000,242.50,265.08,-20.80,-241.60
2025-08-21T11:36:00.000,242.53,265.08,-20.79,-241.64
2025-08-21T11:37:00.000,242.54,265.09,-20.75,-241.65
2025-08-21T11:38:00.000,242.41,265.09,-20.75,-241.52
2025-08-21T11:39:00.000,242.45,265.09,-20.74,-241.57
2025-08-21T11:40:00.000,242.46,265.06,-20.88,-241.56
2025-08-21T11:41:00.000,242.41,265.06,-20.90,-241.51
2025-08-21T11:42:00.000,242.36,265.10,-20.71,-241.47
2025-08-21T11:43:00.000,242.39,265.08,-20.80,-241.49
2025-08-21T11:44:00.000,242.34,265.08,-20.79,-241.45
2025-08-21T11:45:00.000,242.38,265.10,-20.70,-241.49
2025-08-21T11:46:00.000,242.35,265.12,-20.64,-241.47
2025-08-21T11:47:00.000,242.34,265.10,-20.71,-241.46
2025-08-21T11:48:00.000,242.27,265.11,-20.67,-241.39
2025-08-21T11:49:00.000,242.24,265.11,-20.64,-241.36
2025-08-21T11:50:00.000,242.20,265.13,-20.58,-241.32
2025-08-21T11:51:00.000,242.18,265.13,-20.56,-241.30
2025-08-21T11:52:00.000,242.17,265.13,-20.57,-241.30
2025-08-21T11:53:00.000,242.15,265.12,-20.61,-241.27
2025-08-21T11:54:00.000,242.12,265.12,-20.58,-241.25
2025-08-21T11:55:00.000,242.14,265.09,-20.71,-241.26
2025-08-21T11:56:00.000,242.10,265.08,-20.78,-241.20
2025-08-21T11:57:00.000,242.11,265.11,-20.66,-241.22
2025-08-21T11:58:00.000,242.02,265.05,-20.88,-241.12
2025-08-21T11:59:00.000,242.12,265.11,-20.64,-241.24
2025-08-21T12:00:00.000,242.17,265.13,-20.56,-241.29
2025-08-21T12:01:00.000,242.19,265.11,-20.65,-241.31
2025-08-21T12:02:00.000,242.17,265.10,-20.69,-241.28
2025-08-21T12:03:00.000,242.30,265.12,-20.61,-241.42
2025-08-21T12:04:00.000,242.32,265.13,-20.56,-241.44
2025-08-21T12:05:00.000,242.38,265.09,-20.74,-241.49
2025-08-21T12:06:00.000,242.49,265.12,-20.61,-241.62
2025-08-21T12:07:00.000,242.44,265.05,-20.91,-241.54
2025-08-21T12:08:00.000,242.45,265.11,-20.69,-241.56
2025-08-21T12:09:00.000,242.48,265.10,-20.71,-241.59
2025-08-21T12:10:00.000,242.42,265.08,-20.78,-241.52
2025-08-21T12:11:00.000,242.42,265.10,-20.70,-241.53
2025-08-21T12:12:00.000,242.37,265.12,-20.63,-241.49
2025-08-21T12:13:00.000,242.29,265.09,-20.73,-241.40
2025-08-21T12:14:00.000,242.33,265.11,-20.67,-241.45
2025-08-21T12:15:00.000,242.32,265.13,-20.58,-241.44
2025-08-21T12:16:00.000,242.32,265.12,-20.61,-241.44
2025-08-21T12:17:00.000,242.31,265.12,-20.62,-241.43
2025-08-21T12:18:00.000,242.29,265.11,-20.67,-241.41
2025-08-21T12:19:00.000,242.24,265.11,-20.65,-241.36
2025-08-21T12:20:00.000,239.71,263.54,-26.96,-238.19
2025-08-21T12:21:00.000,248.80,244.77,-106.07,-225.06
2025-08-21T12:22:00.000,231.45,235.94,-129.62,-191.74
2025-08-21T12:23:00.000,235.59,241.72,-111.61,-207.47
2025-08-21T12:24:00.000,224.44,245.43,-93.33,-204.12
2025-08-21T12:25:00.000,195.10,257.73,-41.47,-190.64
2025-08-21T12:26:00.000,168.77,265.40,-13.53,-168.23
2025-08-21T12:27:00.000,150.40,270.57,1.50,-150.40
2025-08-21T12:28:00.000,127.90,289.30,42.28,-120.72
2025-08-21T12:29:00.000,113.22,274.45,8.79,-112.88
2025-08-21T12:30:00.000,104.22,255.73,-25.68,-101.00
2025-08-21T12:31:00.000,91.84,254.34,-24.79,-88.43
2025-08-21T12:32:00.000,81.15,252.15,-24.88,-77.25
2025-08-21T12:33:00.000,74.16,249.04,-26.52,-69.26
2025-08-21T12:34:00.000,64.38,252.84,-19.00,-61.52
2025-08-21T12:35:00.000,59.10,245.44,-24.57,-53.76
2025-08-21T12:36:00.000,54.78,243.55,-24.40,-49.05
2025-08-21T12:37:00.000,49.95,241.52,-23.82,-43.90
2025-08-21T12:38:00.000,45.73,207.65,-40.51,-21.22
2025-08-21T12:39:00.000,42.41,210.57,-36.51,-21.57
2025-08-21T12:40:00.000,38.63,213.42,-32.25,-21.28
2025-08-21T12:41:00.000,36.33,218.53,-28.42,-22.63
2025-08-21T12:42:00.000,34.66,214.56,-28.54,-19.66
2025-08-21T12:43:00.000,32.56,221.77,-24.28,-21.69
2025-08-21T12:44:00.000,31.22,226.02,-21.67,-22.46
2025-08-21T12:45:00.000,29.67,236.10,-16.55,-24.63
2025-08-21T12:46:00.000,28.44,251.31,-9.11,-26.94
2025-08-21T12:47:00.000,27.16,250.71,-8.97,-25.63
2025-08-21T12:48:00.000,26.04,248.55,-9.52,-24.23
2025-08-21T12:49:00.000,24.76,241.13,-11.96,-21.69
2025-08-21T12:50:00.000,23.19,202.62,-21.40,-8.92
2025-08-21T12:51:00.000,21.22,240.86,-10.33,-18.53
2025-08-21T12:52:00.000,18.94,256.95,-4.27,-18.45
2025-08-21T12:53:00.000,16.43,261.18,-2.52,-16.23
2025-08-21T12:54:00.000,13.58,258.61,-2.68,-13.31
2025-08-21T12:55:00.000,9.30,257.20,-2.06,-9.07
2025-08-21T12:56:00.000,5.01,264.69,-0.46,-4.99
2025-08-21T12:57:00.000,2.99,263.40,-0.34,-2.97
2025-08-21T12:58:00.000,1.90,268.15,-0.06,-1.90
2025-08-21T12:59:00.000,1.59,271.90,0.05,-1.59
2025-08-21T13:00:00.000,1.43,276.32,0.16,-1.42
2025-08-21T13:01:00.000,1.39,270.89,0.02,-1.39
2025-08-21T13:02:00.000,1.36,275.94,0.14,-1.36
2025-08-21T13:03:00.000,1.26,274.18,0.09,-1.25
2025-08-21T13:04:00.000,1.23,274.82,0.10,-1.23
2025-08-21T13:05:00.000,1.18,276.34,0.13,-1.17
2025-08-21T13:06:00.000,1.16,275.55,0.11,-1.16
2025-08-21T13:07:00.000,1.16,274.52,0.09,-1.16
2025-08-21T13:08:00.000,1.07,276.40,0.12,-1.06
2025-08-21T13:09:00.000,1.13,276.87,0.13,-1.12
2025-08-21T13:10:00.000,1.10,276.78,0.13,-1.09
2025-08-21T13:11:00.000,1.11,276.33,0.12,-1.10
2025-08-21T13:12:00.000,1.13,275.00,0.10,-1.12
2025-08-21T13:13:00.000,1.18,272.23,0.05,-1.18
2025-08-21T13:14:00.000,1.14,273.58,0.07,-1.13
2025-08-21T13:15:00.000,1.14,275.10,0.10,-1.14
2025-08-21T13:16:00.000,1.13,274.51,0.09,-1.13
2025-08-21T13:17:00.000,1.11,274.04,0.08,-1.11
2025-08-21T13:18:00.000,1.08,273.90,0.07,-1.08
2025-08-21T13:19:00.000,1.11,273.68,0.07,-1.11
2025-08-21T13:20:00.000,1.09,273.66,0.07,-1.09
2025-08-21T13:21:00.000,1.11,273.19,0.06,-1.11
2025-08-21T13:22:00.000,1.10,273.60,0.07,-1.10
2025-08-21T13:23:00.000,1.11,273.67,0.07,-1.11
2025-08-21T13:24:00.000,1.07,274.78,0.09,-1.07
2025-08-21T13:25:00.000,1.07,276.62,0.12,-1.07
2025-08-21T13:26:00.000,1.09,275.49,0.10,-1.08
2025-08-21T13:27:00.000,1.14,274.43,0.09,-1.14
2025-08-21T13:28:00.000,1.17,264.72,-0.11,-1.16
2025-08-21T13:29:00.000,1.01,275.36,0.09,-1.00
2025-08-21T13:30:00.000,0.86,277.35,0.11,-0.86
2025-08-21T13:31:00.000,0.91,279.17,0.14,-0.90
2025-08-21T13:32:00.000,0.95,277.67,0.13,-0.94
2025-08-21T13:33:00.000,0.92,277.34,0.12,-0.92
2025-08-21T13:34:00.000,0.89,278.85,0.14,-0.88
2025-08-21T13:35:00.000,0.91,277.65,0.12,-0.90
2025-08-21T13:36:00.000,0.94,276.81,0.11,-0.94
2025-08-21T13:37:00.000,0.94,277.55,0.12,-0.94
2025-08-21T13:38:00.000,1.00,274.22,0.07,-1.00
2025-08-21T13:39:00.000,0.88,278.77,0.13,-0.87
2025-08-21T13:40:00.000,0.86,277.19,0.11,-0.85
2025-08-21T13:41:00.000,0.93,279.44,0.15,-0.91
2025-08-21T13:42:00.000,0.85,272.06,0.03,-0.85
2025-08-21T13:43:00.000,0.86,255.71,-0.21,-0.83
2025-08-21T13:44:00.000,0.70,280.09,0.12,-0.69
2025-08-21T13:45:00.000,0.86,282.15,0.18,-0.84
2025-08-21T13:46:00.000,0.78,284.18,0.19,-0.75
2025-08-21T13:47:00.000,0.72,286.90,0.21,-0.68
2025-08-21T13:48:00.000,0.73,288.34,0.23,-0.69
2025-08-21T13:49:00.000,0.71,287.13,0.21,-0.68
2025-08-21T13:50:00.000,0.79,286.85,0.23,-0.76
2025-08-21T13:51:00.000,0.80,287.05,0.23,-0.76
2025-08-21T13:52:00.000,0.82,286.62,0.24,-0.79
2025-08-21T13:53:00.000,0.82,284.98,0.21,-0.79
2025-08-21T13:54:00.000,0.84,286.74,0.24,-0.80
2025-08-21T13:55:00.000,0.82,285.91,0.23,-0.79
2025-08-21T13:56:00.000,0.81,286.93,0.24,-0.77
2025-08-21T13:57:00.000,0.78,286.92,0.23,-0.75
2025-08-21T13:58:00.000,0.80,285.62,0.21,-0.77
2025-08-21T13:59:00.000,0.80,285.69,0.22,-0.77
2025-08-21T14:00:00.000,0.79,284.33,0.20,-0.77
2025-08-21T14:01:00.000,0.79,283.31,0.18,-0.77
2025-08-21T14:02:00.000,0.83,283.02,0.19,-0.81
2025-08-21T14:03:00.000,0.84,283.64,0.20,-0.81
2025-08-21T14:04:00.000,0.82,285.52,0.22,-0.79
2025-08-21T14:05:00.000,0.86,285.05,0.22,-0.83
2025-08-21T14:06:00.000,0.77,279.12,0.12,-0.76
2025-08-21T14:07:00.000,0.81,279.08,0.13,-0.80
2025-08-21T14:08:00.000,0.82,282.03,0.17,-0.80
2025-08-21T14:09:00.000,0.81,282.13,0.17,-0.80
2025-08-21T14:10:00.000,0.82,282.48,0.18,-0.81
2025-08-21T14:11:00.000,0.79,282.74,0.17,-0.77
2025-08-21T14:12:00.000,0.82,281.68,0.17,-0.80
2025-08-21T14:13:00.000,0.82,281.79,0.17,-0.80
2025-08-21T14:14:00.000,0.86,280.69,0.16,-0.84
2025-08-21T14:15:00.000,0.86,278.17,0.12,-0.85
2025-08-21T14:16:00.000,0.87,279.79,0.15,-0.85
2025-08-21T14:17:00.000,0.88,279.17,0.14,-0.87
2025-08-21T14:18:00.000,0.94,273.46,0.06,-0.94
2025-08-21T14:19:00.000,0.87,280.96,0.17,-0.86
2025-08-21T14:20:00.000,0.93,279.68,0.16,-0.92
2025-08-21T14:21:00.000,0.98,282.42,0.21,-0.96
2025-08-21T14:22:00.000,1.03,282.93,0.23,-1.01
2025-08-21T14:23:00.000,0.94,281.39,0.19,-0.93
2025-08-21T14:24:00.000,0.96,284.39,0.24,-0.93
2025-08-21T14:25:00.000,0.97,285.58,0.26,-0.94
2025-08-21T14:26:00.000,0.90,274.41,0.07,-0.89
2025-08-21T14:27:00.000,0.85,287.37,0.25,-0.81
2025-08-21T14:28:00.000,0.82,287.88,0.25,-0.78
2025-08-21T14:29:00.000,0.86,287.93,0.26,-0.81
2025-08-21T14:30:00.000,0.86,290.85,0.31,-0.80
2025-08-21T14:31:00.000,0.77,287.86,0.24,-0.74
2025-08-21T14:32:00.000,0.77,287.16,0.23,-0.74
2025-08-21T14:33:00.000,0.85,290.35,0.29,-0.79
2025-08-21T14:34:00.000,0.82,291.57,0.30,-0.77
2025-08-21T14:35:00.000,0.77,292.53,0.29,-0.71
2025-08-21T14:36:00.000,0.77,292.69,0.30,-0.71
2025-08-21T14:37:00.000,0.78,295.36,0.34,-0.71
2025-08-21T14:38:00.000,0.73,295.71,0.32,-0.66
2025-08-21T14:39:00.000,0.67,283.47,0.16,-0.65
2025-08-21T14:40:00.000,0.74,304.02,0.41,-0.61
2025-08-21T14:41:00.000,0.69,304.15,0.39,-0.57
2025-08-21T14:42:00.000,0.59,310.17,0.38,-0.45
2025-08-21T14:43:00.000,0.63,309.65,0.40,-0.49
2025-08-21T14:44:00.000,0.57,312.72,0.39,-0.42
2025-08-21T14:45:00.000,0.51,325.24,0.42,-0.29
2025-08-21T14:46:00.000,0.50,330.16,0.43,-0.25
2025-08-21T14:47:00.000,0.57,319.16,0.43,-0.37
2025-08-21T14:48:00.000,0.55,315.82,0.40,-0.39
2025-08-21T14:49:00.000,0.69,310.52,0.45,-0.52
2025-08-21T14:50:00.000,0.70,308.80,0.44,-0.54
2025-08-21T14:51:00.000,0.63,308.52,0.39,-0.49
2025-08-21T14:52:00.000,0.64,310.32,0.41,-0.49
2025-08-21T14:53:00.000,0.71,310.68,0.46,-0.54
2025-08-21T14:54:00.000,0.68,308.05,0.42,-0.53
2025-08-21T14:55:00.000,0.62,310.22,0.40,-0.48
2025-08-21T14:56:00.000,0.67,312.89,0.46,-0.49
2025-08-21T14:57:00.000,0.65,312.71,0.44,-0.47
2025-08-21T14:58:00.000,0.66,316.59,0.48,-0.45
2025-08-21T14:59:00.000,0.65,321.60,0.51,-0.40
2025-08-21T15:00:00.000,0.65,320.70,0.50,-0.41
2025-08-21T15:01:00.000,0.65,316.62,0.47,-0.45
2025-08-21T15:02:00.000,0.68,313.98,0.47,-0.49
2025-08-21T15:03:00.000,0.74,312.94,0.50,-0.54
2025-08-21T15:04:00.000,0.70,312.82,0.47,-0.51
2025-08-21T15:05:00.000,0.71,314.77,0.50,-0.50
2025-08-21T15:06:00.000,0.69,309.13,0.44,-0.54
2025-08-21T15:07:00.000,0.75,310.43,0.49,-0.57
2025-08-21T15:08:00.000,0.73,308.48,0.45,-0.57
2025-08-21T15:09:00.000,0.75,308.53,0.46,-0.58
2025-08-21T15:10:00.000,0.72,302.55,0.39,-0.61
2025-08-21T15:11:00.000,0.74,305.59,0.43,-0.60
2025-08-21T15:12:00.000,0.72,302.58,0.39,-0.60
2025-08-21T15:13:00.000,0.74,302.89,0.40,-0.62
2025-08-21T15:14:00.000,0.78,300.36,0.40,-0.68
2025-08-21T15:15:00.000,0.79,300.45,0.40,-0.68
2025-08-21T15:16:00.000,0.83,293.73,0.33,-0.76
2025-08-21T15:17:00.000,0.79,296.86,0.36,-0.71
2025-08-21T15:18:00.000,0.77,297.04,0.35,-0.69
2025-08-21T15:19:00.000,0.74,298.90,0.36,-0.65
2025-08-21T15:20:00.000,0.73,300.11,0.36,-0.63
2025-08-21T15:21:00.000,0.70,304.02,0.39,-0.58
2025-08-21T15:22:00.000,0.68,302.41,0.37,-0.58
2025-08-21T15:23:00.000,0.72,304.80,0.41,-0.59
2025-08-21T15:24:00.000,0.68,307.57,0.42,-0.54
2025-08-21T15:25:00.000,0.66,309.25,0.42,-0.51
2025-08-21T15:26:00.000,0.65,317.90,0.48,-0.44
2025-08-21T15:27:00.000,0.68,311.24,0.45,-0.51
2025-08-21T15:28:00.000,0.71,309.27,0.45,-0.55
2025-08-21T15:29:00.000,0.71,308.44,0.44,-0.56
2025-08-21T15:30:00.000,0.72,308.43,0.45,-0.56
2025-08-21T15:31:00.000,0.69,311.63,0.46,-0.52
2025-08-21T15:32:00.000,0.69,314.73,0.48,-0.49
2025-08-21T15:33:00.000,0.68,314.62,0.48,-0.48
2025-08-21T15:34:00.000,0.77,328.85,0.66,-0.40
2025-08-21T15:35:00.000,0.68,310.27,0.44,-0.52
2025-08-21T15:36:00.000,0.65,307.12,0.39,-0.52
2025-08-21T15:37:00.000,0.77,307.26,0.46,-0.61
2025-08-21T15:38:00.000,0.77,303.15,0.42,-0.64
2025-08-21T15:39:00.000,0.76,305.89,0.44,-0.61
2025-08-21T15:40:00.000,0.80,296.81,0.36,-0.72
2025-08-21T15:41:00.000,0.81,297.04,0.37,-0.72
2025-08-21T15:42:00.000,0.94,287.02,0.28,-0.90
2025-08-21T15:43:00.000,0.87,291.47,0.32,-0.81
2025-08-21T15:44:00.000,0.77,294.80,0.32,-0.70
2025-08-21T15:45:00.000,0.79,293.03,0.31,-0.73
2025-08-21T15:46:00.000,0.78,299.15,0.38,-0.68
2025-08-21T15:47:00.000,0.71,303.95,0.40,-0.59
2025-08-21T15:48:00.000,0.76,301.96,0.40,-0.64
2025-08-21T15:49:00.000,0.78,306.08,0.46,-0.63
2025-08-21T15:50:00.000,0.76,306.69,0.46,-0.61
2025-08-21T15:51:00.000,0.71,307.59,0.43,-0.56
2025-08-21T15:52:00.000,0.76,306.16,0.45,-0.61
2025-08-21T15:53:00.000,0.77,305.03,0.44,-0.63
